Id,Label,Weight,color,Type
498,"Bernard ""Pretty"" Purdie",2.6939655172413796e-05,A,Directed
499,Terry Callier,2.6939655172413796e-05,A,Directed
500,Tom Rush,2.6939655172413796e-05,A,Directed
501,Ritchie Valens,2.6939655172413796e-05,A,Directed
502,Ty Dolla $ign,2.6939655172413796e-05,A,Directed
503,John Mellencamp,2.6939655172413796e-05,A,Directed
504,Gregory Isaacs,2.6939655172413796e-05,A,Directed
505,Avril Lavigne,2.6939655172413796e-05,A,Directed
506,My Life with the Thrill Kill Kult,2.6939655172413796e-05,A,Directed
507,Robbie Robertson,2.6939655172413796e-05,A,Directed
508,Hooverphonic,2.6939655172413796e-05,A,Directed
509,RÃ¶yksopp,2.6939655172413796e-05,A,Directed
510,Don Henley,2.6939655172413796e-05,A,Directed
511,Roger,2.6939655172413796e-05,A,Directed
512,The Mothers of Invention,2.6939655172413796e-05,A,Directed
513,The La's,2.6939655172413796e-05,A,Directed
514,Tom ZÃ©,2.6939655172413796e-05,A,Directed
515,The Blues Brothers,2.6939655172413796e-05,A,Directed
516,Jessie Hill,2.6939655172413796e-05,A,Directed
517,Eric BenÃ©t,2.6939655172413796e-05,A,Directed
518,Zac Brown,2.6939655172413796e-05,A,Directed
519,Clay Aiken,2.6939655172413796e-05,A,Directed
520,20/20,2.6939655172413796e-05,A,Directed
521,Me First and the Gimme Gimmes,2.6939655172413796e-05,A,Directed
522,Steve Tyrell,2.6939655172413796e-05,A,Directed
523,Mario Lanza,2.6939655172413796e-05,A,Directed
524,Brand X,2.6939655172413796e-05,A,Directed
525,Cybotron,2.6939655172413796e-05,A,Directed
526,Steven Halpern,2.6939655172413796e-05,A,Directed
527,Carter Burwell,2.6939655172413796e-05,A,Directed
528,REO Speedwagon,2.6939655172413796e-05,A,Directed
529,Squarepusher,2.6939655172413796e-05,A,Directed
530,The Blasters,2.6939655172413796e-05,A,Directed
531,Comeback Kid,2.6939655172413796e-05,A,Directed
532,Billie Eilish,2.6939655172413796e-05,A,Directed
533,Portishead,2.6939655172413796e-05,A,Directed
534,Slaughter,2.6939655172413796e-05,A,Directed
535,Les McCann,2.6939655172413796e-05,A,Directed
536,808 State,2.6939655172413796e-05,A,Directed
537,The English Beat,2.6939655172413796e-05,A,Directed
538,Bobby Darin,2.6939655172413796e-05,A,Directed
539,Vince Guaraldi,2.6939655172413796e-05,A,Directed
540,Ray Brown,2.6939655172413796e-05,A,Directed
541,Mike Birbiglia,2.6939655172413796e-05,A,Directed
542,Otis Taylor,2.6939655172413796e-05,A,Directed
543,Chris Duarte,2.6939655172413796e-05,A,Directed
544,Jack Nitzsche,2.6939655172413796e-05,A,Directed
545,John Abercrombie,2.6939655172413796e-05,A,Directed
546,Crass,2.6939655172413796e-05,A,Directed
547,Debbie Harry,2.6939655172413796e-05,A,Directed
548,Brigitte Fontaine,2.6939655172413796e-05,A,Directed
549,Snow,2.6939655172413796e-05,A,Directed
550,Puddle of Mudd,2.6939655172413796e-05,A,Directed
551,Asha Bhosle,2.6939655172413796e-05,A,Directed
552,Mumford & Sons,2.6939655172413796e-05,A,Directed
553,Mongo Santamaria,2.6939655172413796e-05,A,Directed
554,Smile Empty Soul,2.6939655172413796e-05,A,Directed
555,Allan Jones,2.6939655172413796e-05,A,Directed
556,Robin Trower,2.6939655172413796e-05,A,Directed
557,Kool & the Gang,2.6939655172413796e-05,A,Directed
558,"Johnny ""Hammond"" Smith",2.6939655172413796e-05,A,Directed
559,Toby Keith,2.6939655172413796e-05,A,Directed
560,Girlschool,2.6939655172413796e-05,A,Directed
561,Lil' Mo,2.6939655172413796e-05,A,Directed
562,Willie Hutch,2.6939655172413796e-05,A,Directed
563,Teresa Brewer,2.6939655172413796e-05,A,Directed
564,Sammie,2.6939655172413796e-05,A,Directed
565,Triumph,2.6939655172413796e-05,A,Directed
566,Capleton,2.6939655172413796e-05,A,Directed
567,Natalie Grant,2.6939655172413796e-05,A,Directed
568,The Rockin' Berries,2.6939655172413796e-05,A,Directed
569,Mat Kearney,2.6939655172413796e-05,A,Directed
570,Steve Vai,2.6939655172413796e-05,A,Directed
571,Grateful Dead,2.6939655172413796e-05,A,Directed
572,Pirates of the Mississippi,2.6939655172413796e-05,A,Directed
573,Rainbow Kitten Surprise,2.6939655172413796e-05,A,Directed
574,Howard Tate,2.6939655172413796e-05,A,Directed
575,Reckless Kelly,2.6939655172413796e-05,A,Directed
576,Moe Bandy & Joe Stampley,2.6939655172413796e-05,A,Directed
577,The Soup Dragons,2.6939655172413796e-05,A,Directed
578,Sam Smith,2.6939655172413796e-05,A,Directed
579,Superchunk,2.6939655172413796e-05,A,Directed
580,Ace,2.6939655172413796e-05,A,Directed
581,Van der Graaf Generator,2.6939655172413796e-05,A,Directed
582,The Prodigy,2.6939655172413796e-05,A,Directed
583,Southern Culture on the Skids,2.6939655172413796e-05,A,Directed
584,SWV,2.6939655172413796e-05,A,Directed
585,Bang Tango,2.6939655172413796e-05,A,Directed
586,Hound Dog Taylor,2.6939655172413796e-05,A,Directed
587,King Curtis,2.6939655172413796e-05,A,Directed
588,Fear,2.6939655172413796e-05,A,Directed
589,Gerald Levert,2.6939655172413796e-05,A,Directed
590,Eric Bellinger,2.6939655172413796e-05,A,Directed
591,Nickel Creek,2.6939655172413796e-05,A,Directed
592,Little Mix,2.6939655172413796e-05,A,Directed
593,Switchfoot,2.6939655172413796e-05,A,Directed
594,A Certain Ratio,2.6939655172413796e-05,A,Directed
595,Tracy Lawrence,2.6939655172413796e-05,A,Directed
596,All,2.6939655172413796e-05,A,Directed
597,The Streets,2.6939655172413796e-05,A,Directed
598,The Red Jumpsuit Apparatus,2.6939655172413796e-05,A,Directed
599,New Order,2.6939655172413796e-05,A,Directed
600,Bush,2.6939655172413796e-05,A,Directed
601,The Charlie Daniels Band,2.6939655172413796e-05,A,Directed
602,Dori Caymmi,2.6939655172413796e-05,A,Directed
603,Pat Green,2.6939655172413796e-05,A,Directed
604,Alice Cooper,2.6939655172413796e-05,A,Directed
605,Beres Hammond,2.6939655172413796e-05,A,Directed
606,Shinedown,2.6939655172413796e-05,A,Directed
607,A Flock of Seagulls,2.6939655172413796e-05,A,Directed
608,Trin-i-tee 5:7,2.6939655172413796e-05,A,Directed
609,Genesis,2.6939655172413796e-05,A,Directed
610,The Alan Parsons Project,2.6939655172413796e-05,A,Directed
611,The Mar-Keys,2.6939655172413796e-05,A,Directed
612,The White Tie Affair,2.6939655172413796e-05,A,Directed
613,Rick Springfield,2.6939655172413796e-05,A,Directed
614,Sam Hunt,2.6939655172413796e-05,A,Directed
615,Rita Marley,2.6939655172413796e-05,A,Directed
616,April Wine,2.6939655172413796e-05,A,Directed
617,"Earth, Wind & Fire",2.6939655172413796e-05,A,Directed
618,Chad & Jeremy,2.6939655172413796e-05,A,Directed
619,Inner Circle,2.6939655172413796e-05,A,Directed
620,Charlotte Church,2.6939655172413796e-05,A,Directed
621,The Melodians,2.6939655172413796e-05,A,Directed
622,Emmure,2.6939655172413796e-05,A,Directed
623,Lacy J. Dalton,2.6939655172413796e-05,A,Directed
624,Fifty Foot Hose,2.6939655172413796e-05,A,Directed
625,Choking Victim,2.6939655172413796e-05,A,Directed
626,Curtis Fuller,2.6939655172413796e-05,A,Directed
627,The Brothers Four,2.6939655172413796e-05,A,Directed
628,Indigo Girls,2.6939655172413796e-05,A,Directed
629,"Huey ""Piano"" Smith",2.6939655172413796e-05,A,Directed
630,Gigi Gryce,2.6939655172413796e-05,A,Directed
631,Bando Jonez,2.6939655172413796e-05,A,Directed
632,Ginger Baker,2.6939655172413796e-05,A,Directed
633,Refused,2.6939655172413796e-05,A,Directed
634,David Byrne,2.6939655172413796e-05,A,Directed
635,A Great Big World,2.6939655172413796e-05,A,Directed
636,Planxty,2.6939655172413796e-05,A,Directed
637,Shankar,2.6939655172413796e-05,A,Directed
638,The Black Crowes,2.6939655172413796e-05,A,Directed
639,The Louvin Brothers,2.6939655172413796e-05,A,Directed
640,Wayne Wonder,2.6939655172413796e-05,A,Directed
641,Oleta Adams,2.6939655172413796e-05,A,Directed
642,King,2.6939655172413796e-05,A,Directed
643,New Riders of the Purple Sage,2.6939655172413796e-05,A,Directed
644,Paw,2.6939655172413796e-05,A,Directed
645,Type O Negative,2.6939655172413796e-05,A,Directed
646,Marc Anthony,2.6939655172413796e-05,A,Directed
647,Helen Ward,2.6939655172413796e-05,A,Directed
648,Helloween,2.6939655172413796e-05,A,Directed
649,Cusco,2.6939655172413796e-05,A,Directed
650,Sonic Youth,2.6939655172413796e-05,A,Directed
651,Never Shout Never,2.6939655172413796e-05,A,Directed
652,The McCoys,2.6939655172413796e-05,A,Directed
653,Anastacia,2.6939655172413796e-05,A,Directed
654,Flora Purim,2.6939655172413796e-05,A,Directed
655,Glenn Frey,2.6939655172413796e-05,A,Directed
656,Dan the Automator,2.6939655172413796e-05,A,Directed
657,Citizen Cope,2.6939655172413796e-05,A,Directed
658,BlackHawk,2.6939655172413796e-05,A,Directed
659,T-Connection,2.6939655172413796e-05,A,Directed
660,Link Wray,2.6939655172413796e-05,A,Directed
661,Robert Wyatt,2.6939655172413796e-05,A,Directed
662,Phil Vassar,2.6939655172413796e-05,A,Directed
663,Sylvia Telles,2.6939655172413796e-05,A,Directed
664,Pharoah Sanders,2.6939655172413796e-05,A,Directed
665,Sammy Kershaw,2.6939655172413796e-05,A,Directed
666,SHeDAISY,2.6939655172413796e-05,A,Directed
667,World Party,2.6939655172413796e-05,A,Directed
668,Stuff,2.6939655172413796e-05,A,Directed
669,Tina Turner,2.6939655172413796e-05,A,Directed
670,Little Anthony & the Imperials,2.6939655172413796e-05,A,Directed
671,Uncle Kracker,2.6939655172413796e-05,A,Directed
672,Stars,2.6939655172413796e-05,A,Directed
673,Pink Floyd,2.6939655172413796e-05,A,Directed
674,Bounty Killer,2.6939655172413796e-05,A,Directed
675,Jane Olivor,2.6939655172413796e-05,A,Directed
676,Champion Jack Dupree,2.6939655172413796e-05,A,Directed
677,Agnostic Front,2.6939655172413796e-05,A,Directed
678,Nanci Griffith,2.6939655172413796e-05,A,Directed
679,Todd Edwards,2.6939655172413796e-05,A,Directed
680,The Academy Is...,2.6939655172413796e-05,A,Directed
681,Los Alegres de TerÃ¡n,2.6939655172413796e-05,A,Directed
682,Elmore James,2.6939655172413796e-05,A,Directed
683,Jethro Tull,2.6939655172413796e-05,A,Directed
684,Fontella Bass,2.6939655172413796e-05,A,Directed
685,Jason Becker,2.6939655172413796e-05,A,Directed
686,Dirty Projectors,2.6939655172413796e-05,A,Directed
687,Flying Lotus,2.6939655172413796e-05,A,Directed
688,Lamont Dozier,2.6939655172413796e-05,A,Directed
689,Freddie Hubbard,2.6939655172413796e-05,A,Directed
690,Slayer,2.6939655172413796e-05,A,Directed
691,Anthony Hamilton,2.6939655172413796e-05,A,Directed
692,Palace,2.6939655172413796e-05,A,Directed
693,Stone Temple Pilots,2.6939655172413796e-05,A,Directed
694,Biohazard,2.6939655172413796e-05,A,Directed
695,The Gaslight Anthem,2.6939655172413796e-05,A,Directed
696,Dio,2.6939655172413796e-05,A,Directed
697,Eddie Cochran,2.6939655172413796e-05,A,Directed
698,Joe Diffie,2.6939655172413796e-05,A,Directed
699,Jimmy McGriff,2.6939655172413796e-05,A,Directed
700,Wall of Voodoo,2.6939655172413796e-05,A,Directed
701,Take That,2.6939655172413796e-05,A,Directed
702,Glenn Jones,2.6939655172413796e-05,A,Directed
703,Tantric,2.6939655172413796e-05,A,Directed
704,Neil Diamond,2.6939655172413796e-05,A,Directed
705,KMFDM,2.6939655172413796e-05,A,Directed
706,Egg,2.6939655172413796e-05,A,Directed
707,Less Than Jake,2.6939655172413796e-05,A,Directed
708,Chrome,2.6939655172413796e-05,A,Directed
709,Doris Day,2.6939655172413796e-05,A,Directed
710,Wayne Smith,2.6939655172413796e-05,A,Directed
711,Joel Rafael,2.6939655172413796e-05,A,Directed
712,The Four Freshmen,2.6939655172413796e-05,A,Directed
713,Jon Lucien,2.6939655172413796e-05,A,Directed
714,Wheatus,2.6939655172413796e-05,A,Directed
715,Poison the Well,2.6939655172413796e-05,A,Directed
716,Jet,2.6939655172413796e-05,A,Directed
717,Margaret Whiting,2.6939655172413796e-05,A,Directed
718,Opeth,2.6939655172413796e-05,A,Directed
719,Jerry Butler,2.6939655172413796e-05,A,Directed
720,Lyle Mays,2.6939655172413796e-05,A,Directed
721,The Vibrators,2.6939655172413796e-05,A,Directed
722,Admiral Bailey,2.6939655172413796e-05,A,Directed
723,Jack Off Jill,2.6939655172413796e-05,A,Directed
724,Small Black,2.6939655172413796e-05,A,Directed
725,Steve Reich,2.6939655172413796e-05,A,Directed
726,Rockpile,2.6939655172413796e-05,A,Directed
727,Hula,2.6939655172413796e-05,A,Directed
728,David Guetta,2.6939655172413796e-05,A,Directed
729,VerÃ³nica Castro,2.6939655172413796e-05,A,Directed
730,The Isley Brothers,2.6939655172413796e-05,A,Directed
731,X-Ray Spex,2.6939655172413796e-05,A,Directed
732,Bat for Lashes,2.6939655172413796e-05,A,Directed
733,Los Ãngeles Negros,2.6939655172413796e-05,A,Directed
734,The Gentrys,2.6939655172413796e-05,A,Directed
735,Enrique Iglesias,2.6939655172413796e-05,A,Directed
736,John Mayall,2.6939655172413796e-05,A,Directed
737,Ricky Martin,2.6939655172413796e-05,A,Directed
738,Tiger Army,2.6939655172413796e-05,A,Directed
739,Chris Isaak,2.6939655172413796e-05,A,Directed
740,Chuck Mangione,2.6939655172413796e-05,A,Directed
741,Al Stewart,2.6939655172413796e-05,A,Directed
742,The Maytals,2.6939655172413796e-05,A,Directed
743,Dinah Shore,2.6939655172413796e-05,A,Directed
744,Peggy Lee,2.6939655172413796e-05,A,Directed
745,Frankie Valli,2.6939655172413796e-05,A,Directed
746,The Soft Boys,2.6939655172413796e-05,A,Directed
747,Blind Melon,2.6939655172413796e-05,A,Directed
748,Death in Vegas,2.6939655172413796e-05,A,Directed
749,Compound Red,2.6939655172413796e-05,A,Directed
750,Charly GarcÃ­a,2.6939655172413796e-05,A,Directed
751,Bon Iver,2.6939655172413796e-05,A,Directed
752,Regina Belle,2.6939655172413796e-05,A,Directed
753,Trick Pony,2.6939655172413796e-05,A,Directed
754,The Interrupters,2.6939655172413796e-05,A,Directed
755,Aterciopelados,2.6939655172413796e-05,A,Directed
756,Commodores,2.6939655172413796e-05,A,Directed
757,Slade,2.6939655172413796e-05,A,Directed
758,Primitive Radio Gods,2.6939655172413796e-05,A,Directed
759,Honeymoon Suite,2.6939655172413796e-05,A,Directed
760,DÃ³nal Lunny,2.6939655172413796e-05,A,Directed
761,Sin Bandera,2.6939655172413796e-05,A,Directed
762,India.Arie,2.6939655172413796e-05,A,Directed
763,K.T. Oslin,2.6939655172413796e-05,A,Directed
764,Roscoe Holcomb,2.6939655172413796e-05,A,Directed
765,Sonny Rollins,2.6939655172413796e-05,A,Directed
766,Joe Jackson,2.6939655172413796e-05,A,Directed
767,Glenn Lewis,2.6939655172413796e-05,A,Directed
768,Frankie Laine,2.6939655172413796e-05,A,Directed
769,Bobby ValentÃ­n,2.6939655172413796e-05,A,Directed
770,Amon Tobin,2.6939655172413796e-05,A,Directed
771,MisterWives,2.6939655172413796e-05,A,Directed
772,Engelbert Humperdinck,2.6939655172413796e-05,A,Directed
773,Ray Nance,2.6939655172413796e-05,A,Directed
774,Kris Kristofferson,2.6939655172413796e-05,A,Directed
775,Mary Black,2.6939655172413796e-05,A,Directed
776,Static-X,2.6939655172413796e-05,A,Directed
777,Shellac,2.6939655172413796e-05,A,Directed
778,Jerry Rivera,2.6939655172413796e-05,A,Directed
779,Baauer,2.6939655172413796e-05,A,Directed
780,Ruth Cameron,2.6939655172413796e-05,A,Directed
781,Lush,2.6939655172413796e-05,A,Directed
782,Barcelona,2.6939655172413796e-05,A,Directed
783,Flesh for Lulu,2.6939655172413796e-05,A,Directed
784,The Associates,2.6939655172413796e-05,A,Directed
785,Crazy Town,2.6939655172413796e-05,A,Directed
786,Andrew Dice Clay,2.6939655172413796e-05,A,Directed
787,Goldrush,2.6939655172413796e-05,A,Directed
788,Johnny Pacheco,2.6939655172413796e-05,A,Directed
789,John Cage,2.6939655172413796e-05,A,Directed
790,Vangelis,2.6939655172413796e-05,A,Directed
791,Nile Rodgers,2.6939655172413796e-05,A,Directed
792,Rascal Flatts,2.6939655172413796e-05,A,Directed
793,Eagles of Death Metal,2.6939655172413796e-05,A,Directed
794,Scissor Sisters,2.6939655172413796e-05,A,Directed
795,Najee,2.6939655172413796e-05,A,Directed
796,Tramaine Hawkins,2.6939655172413796e-05,A,Directed
797,Tinashe,2.6939655172413796e-05,A,Directed
798,Red Garland,2.6939655172413796e-05,A,Directed
799,Jeff Lorber,2.6939655172413796e-05,A,Directed
800,Mickey Gilley,2.6939655172413796e-05,A,Directed
801,Sneaky Pete Kleinow,2.6939655172413796e-05,A,Directed
802,Heaven 17,2.6939655172413796e-05,A,Directed
803,Max Roach,2.6939655172413796e-05,A,Directed
804,Sublime,2.6939655172413796e-05,A,Directed
805,Skylar Grey,2.6939655172413796e-05,A,Directed
806,Adam Sandler,2.6939655172413796e-05,A,Directed
807,Bruce Dickinson,2.6939655172413796e-05,A,Directed
808,Chicago,2.6939655172413796e-05,A,Directed
809,The Blue Nile,2.6939655172413796e-05,A,Directed
810,Charlie Puth,2.6939655172413796e-05,A,Directed
811,Witchfinder General,2.6939655172413796e-05,A,Directed
812,Bruno Mars,2.6939655172413796e-05,A,Directed
813,Bill Monroe,2.6939655172413796e-05,A,Directed
814,Sly & the Family Stone,2.6939655172413796e-05,A,Directed
815,Pat Boone,2.6939655172413796e-05,A,Directed
816,Herb Alpert & the Tijuana Brass,2.6939655172413796e-05,A,Directed
817,Clint Black,2.6939655172413796e-05,A,Directed
818,Robert Randolph,2.6939655172413796e-05,A,Directed
819,Lukas Graham,2.6939655172413796e-05,A,Directed
820,Dead or Alive,2.6939655172413796e-05,A,Directed
821,Marlene Dietrich,2.6939655172413796e-05,A,Directed
822,Ne-Yo,2.6939655172413796e-05,A,Directed
823,Tygers of Pan Tang,2.6939655172413796e-05,A,Directed
824,Mission of Burma,2.6939655172413796e-05,A,Directed
825,Woody Guthrie,2.6939655172413796e-05,A,Directed
826,Ivan Lins,2.6939655172413796e-05,A,Directed
827,Milt Jackson,2.6939655172413796e-05,A,Directed
828,Jimmy Eat World,2.6939655172413796e-05,A,Directed
829,Maria Callas,2.6939655172413796e-05,A,Directed
830,Cage the Elephant,2.6939655172413796e-05,A,Directed
831,Bob Mould,2.6939655172413796e-05,A,Directed
832,Jake Owen,2.6939655172413796e-05,A,Directed
833,HONNE,2.6939655172413796e-05,A,Directed
834,Frank Black,2.6939655172413796e-05,A,Directed
835,Billy Joe Royal,2.6939655172413796e-05,A,Directed
836,Swedish House Mafia,2.6939655172413796e-05,A,Directed
837,Lacuna Coil,2.6939655172413796e-05,A,Directed
838,Jason Donovan,2.6939655172413796e-05,A,Directed
839,Cornelius,2.6939655172413796e-05,A,Directed
840,The Monks,2.6939655172413796e-05,A,Directed
841,The Veronicas,2.6939655172413796e-05,A,Directed
842,Jesus Jones,2.6939655172413796e-05,A,Directed
843,Bright Eyes,2.6939655172413796e-05,A,Directed
844,Against Me!,2.6939655172413796e-05,A,Directed
845,Dream,2.6939655172413796e-05,A,Directed
846,Four Year Strong,2.6939655172413796e-05,A,Directed
847,Hubert Laws,2.6939655172413796e-05,A,Directed
848,Volbeat,2.6939655172413796e-05,A,Directed
849,Magic!,2.6939655172413796e-05,A,Directed
850,Aztec Camera,2.6939655172413796e-05,A,Directed
851,Justice,2.6939655172413796e-05,A,Directed
852,Audioslave,2.6939655172413796e-05,A,Directed
853,Mary Lambert,2.6939655172413796e-05,A,Directed
854,Arif Mardin,2.6939655172413796e-05,A,Directed
855,The Beloved,2.6939655172413796e-05,A,Directed
856,Joan Osborne,2.6939655172413796e-05,A,Directed
857,Uncle Tupelo,2.6939655172413796e-05,A,Directed
858,BBMak,2.6939655172413796e-05,A,Directed
859,Jackyl,2.6939655172413796e-05,A,Directed
860,Playero,2.6939655172413796e-05,A,Directed
861,Melissa Etheridge,2.6939655172413796e-05,A,Directed
862,Lalah Hathaway,2.6939655172413796e-05,A,Directed
