Id,Label,Weight,color,modularity_class
3368,Drake Bell,0,u,46
3369,Joe Brown,2,v,47
3370,Lou Ann Barton,0,u,46
3371,Eros Ramazzotti,7,u,46
3372,Lou Bega,0,u,46
3373,Wesley Willis,0,Y,24
3374,The Contours,3,v,47
3375,Donna Fargo,1,u,46
3376,Jamie Foxx,0,u,46
3377,Johnny Gill,2,u,46
3378,Jon B.,4,u,46
3379,Vanessa Williams,7,u,46
3380,David Lindley,0,u,46
3381,Alfred Newman,6,v,47
3382,Percy Heath,2,v,47
3383,Dianne Reeves,3,u,46
3384,Jamie Cullum,0,U,20
3385,Diana Krall,4,u,46
3386,Michael Franks,9,u,46
3387,Norah Jones,5,u,46
3388,Ricochet,0,u,46
3389,The Silhouettes,1,v,47
3390,Danny & the Juniors,1,v,47
3391,Johnny Griffin,4,u,46
3392,David Guetta,0,u,46
3393,David Morales,1,v,47
3394,Roger Sanchez,1,u,46
3395,Utah Saints,4,u,46
3396,Roy Clark,4,u,46
3397,U.K.,1,u,46
3398,Dimmu Borgir,0,u,46
3399,Mayhem,5,u,46
3400,Ralph McTell,1,u,46
3401,Charlie Sexton,5,u,46
3402,Rilo Kiley,0,u,46
3403,Wilco,6,u,46
3404,Lone Justice,2,u,46
3405,Neko Case,2,u,46
3406,Ciara,1,u,46
3407,K.P. & Envyi,1,v,47
3408,Carla Bruni,0,H,7
3409,John Conlee,1,u,46
3410,Dido,0,o,40
3411,Djivan Gasparyan,1,v,47
3412,M. Ward,1,h,33
3413,Grandaddy,4,u,46
3414,Chris Isaak,6,u,46
3415,Ringo Starr,5,l,37
3416,John D. Loudermilk,1,v,47
3417,Life Without Buildings,0,u,46
3418,Scritti Politti,3,u,46
3419,Umphrey's McGee,0,u,46
3420,moe.,1,u,46
3421,Jonathan Butler,0,u,46
3422,The Silvertones,1,u,46
3423,Pixinguinha,5,v,47
3424,Dalva de Oliveira,3,v,47
3425,Clannad,8,u,46
3426,Jane Olivor,0,u,46
3427,Uncle Kracker,1,u,46
3428,Little River Band,2,u,46
3429,Judge,1,v,47
3430,Vitalic,0,u,46
3431,Hombres G,0,u,46
3432,Jason Mraz,5,u,46
3433,Hot Action Cop,0,u,46
3434,Machine Head,6,u,46
3435,John Handy,0,u,46
3436,UNKLE,8,G,6
3437,Hot Hot Heat,1,u,46
3438,M.I.A.,4,j,35
3439,Hot Rize,2,u,46
3440,Vixen,0,u,46
3441,MC 900 Ft. Jesus,3,u,46
3442,Leatherface,2,v,47
3443,Dead Meadow,0,u,46
3444,Randy Rhoads,5,u,46
3445,Machel Montano,0,u,46
3446,Bloc Party,0,h,33
3447,Vitamin C,0,u,46
3448,Tiffany,8,t,45
3449,Joseph Arthur,1,u,46
3450,Lizz Wright,0,u,46
3451,Jeff Foxworthy,0,u,46
3452,Robert Klein,3,v,47
3453,Rodney Dangerfield,3,v,47
3454,Hound Dog Taylor,1,v,47
3455,Shadow,0,u,46
3456,Planxty,5,u,46
3457,Blue Mitchell,1,u,46
3458,Vivian Green,0,u,46
3459,Dead or Alive,1,u,46
3460,Boy George,1,u,46
3461,Big John Patton,0,u,46
3462,David Crosby,6,u,46
3463,Steve Forbert,5,u,46
3464,Robbie Williams,5,s,44
3465,Go West,2,u,46
3466,Walter Hawkins,0,u,46
3467,Lonnie Liston Smith,1,u,46
3468,Al Cohn,4,u,46
3469,Artie Shaw,6,v,47
3470,Keith Emerson,1,u,46
3471,Howard Huntsberry,0,u,46
3472,Svend Asmussen,1,v,47
3473,Death in June,0,u,46
3474,Howard Roberts,2,v,47
3475,Jobriath,0,u,46
3476,Howard Stern,0,u,46
3477,David Wilcox,1,u,46
3478,Local H,0,u,46
3479,Walk the Moon,0,u,46
3480,Adriano Celentano,1,v,47
3481,Death Angel,0,u,46
3482,Roaring Lion,2,v,47
3483,John P. Kee,1,u,46
3484,Marisela,0,u,46
3485,The Wannadies,0,u,46
3486,Deee-Lite,0,u,46
3487,Lil' Mo,0,u,46
3488,Days of the New,1,u,46
3489,Chris Cornell,3,h,33
3490,Josh Ritter,1,u,46
3491,Gillian Welch,5,u,46
3492,Alejandro Escovedo,6,u,46
3493,Ryan Adams,7,u,46
3494,Damien Jurado,1,u,46
3495,Howie Day,1,u,46
3496,Richard Ashcroft,3,u,46
3497,Hugh Mundell,0,u,46
3498,Danny Thompson,1,u,46
3499,John Kay,0,u,46
3500,Keith Relf,1,v,47
3501,Hubert Laws,1,u,46
3502,Homer & Jethro,3,v,47
3503,Paul Stanley,5,j,35
3504,Tommy Sands,1,u,46
3505,Deacon Blue,0,u,46
3506,Salaam Remi,1,u,46
3507,Mark Ronson,1,u,46
3508,Kid Koala,1,p,41
3509,Sam Kinison,4,u,46
3510,Denis Leary,3,u,46
3511,Robin Thicke,0,u,46
3512,Joan Osborne,11,u,46
3513,Gerald Levert,10,u,46
3514,Johnny Hates Jazz,0,u,46
3515,Anita Bryant,1,v,47
3516,Dallas Holm,1,u,46
3517,Lisa Loeb,4,u,46
3518,Third Eye Blind,5,u,46
3519,Tonic,5,u,46
3520,Fad Gadget,4,u,46
3521,"Johnny ""Big Moose"" Walker",0,u,46
3522,Kitty Kallen,1,v,47
3523,The Chordettes,2,v,47
3524,Lola BeltrÃ¡n,1,v,47
3525,Antonio Aguilar,1,v,47
3526,Johnny Lee,0,u,46
3527,Jerry Byrd,1,v,47
3528,Speedy West,5,v,47
3529,Leon Redbone,0,u,46
3530,Dennis DeYoung,0,u,46
3531,Lemon Jelly,0,p,41
3532,Johnny Adams,2,u,46
3533,Razorlight,0,u,46
3534,Pop Will Eat Itself,3,u,46
3535,Wayman Tisdale,0,u,46
3536,Najee,2,u,46
3537,The Records,4,u,46
3538,The Feelies,8,u,46
3539,Rockpile,1,u,46
3540,Johnny Clegg,0,u,46
3541,Wayne Hancock,1,u,46
3542,Tracy Lawrence,6,u,46
3543,Sammie,0,u,46
3544,The Derek Trucks Band,0,u,46
3545,Les Brown,2,v,47
3546,Harry James,10,v,47
3547,Juanes,0,u,46
3548,Ozomatli,1,u,46
3549,Molotov,1,u,46
3550,Gustavo Santaolalla,1,u,46
3551,Manu Chao,5,u,46
3552,Enrique Iglesias,6,u,46
3553,Soda Stereo,1,u,46
3554,Carlos Vives,7,u,46
3555,Liquid Tension Experiment,0,u,46
3556,Johnny Rodriguez,0,u,46
3557,Bobby Timmons,2,u,46
3558,Devendra Banhart,0,u,46
3559,Les Nubians,0,u,46
3560,Whiskeytown,3,u,46
3561,Junior Brown,3,u,46
3562,Lenny White,0,u,46
3563,Destroyer,0,u,46
3564,We Are Scientists,0,u,46
3565,Lisa Lisa,1,t,45
3566,Jocelyn Brown,1,v,47
3567,Love Battery,0,u,46
3568,Johnny Pacheco,2,v,47
3569,Sara Evans,6,u,46
3570,Grupo Mojado,0,u,46
3571,RocÃ­o DÃºrcal,1,v,47
3572,Los Bukis,2,v,47
3573,DevilDriver,0,u,46
3574,White Town,0,u,46
3575,Low,7,u,46
3576,Julie Roberts,0,u,46
3577,Pee Wee Crayton,2,v,47
3578,People Like Us,0,O,14
3579,Joi,0,u,46
3580,Half Pint,1,u,46
3581,Junior Mance,1,u,46
3582,Dion & the Belmonts,3,u,46
3583,Diana King,0,t,45
3584,Wayne Newton,0,u,46
3585,Jackie Gleason,1,v,47
3586,Leon Haywood,0,v,47
3587,Wayne Watson,0,u,46
3588,Scooter,0,u,46
3589,Junior Senior,0,u,46
3590,Leroy Van Dyke,0,v,47
3591,Dick Gaughan,2,v,47
3592,White Lion,4,u,46
3593,JoJo,0,u,46
3594,Jessica Simpson,6,t,45
3595,Mandy Moore,8,t,45
3596,Ashanti,3,u,46
3597,Howard Hewett,7,u,46
3598,Wayne Toups,0,u,46
3599,Wayne Wonder,0,u,46
3600,Capleton,1,u,46
3601,The Academy Is...,0,u,46
3602,Marvelous 3,1,u,46
3603,Dashboard Confessional,15,d,29
3604,Diamond Rio,0,u,46
3605,Julee Cruise,0,u,46
3606,RÃ³isÃ­n Murphy,0,u,46
3607,Helen Merrill,2,u,46
3608,Lucky Dube,1,u,46
3609,Pepper Adams,0,u,46
3610,Honeymoon Suite,0,u,46
3611,Brand X,1,u,46
3612,Lee Wiley,8,v,47
3613,Diane Schuur,0,u,46
3614,Lucy Pearl,0,u,46
3615,Department S,0,u,46
3616,Say Anything,0,u,46
3617,Wild Cherry,0,u,46
3618,Rebirth Brass Band,2,u,46
3619,Jon Brion,4,u,46
3620,Justin Adams,0,u,46
3621,Little Big Town,1,u,46
3622,Aaron Tippin,6,u,46
3623,T-Pain,3,u,46
3624,Nate Dogg,2,u,46
3625,Ginuwine,7,u,46
3626,Jordan Rudess,0,u,46
3627,Dillinger Four,0,B,1
3628,Various Artists,0,u,46
3629,Lord Invader,4,v,47
3630,Lord Melody,2,v,47
3631,Dinah Shore,0,v,47
3632,Golden Earring,8,u,46
3633,Julian Lennon,0,u,46
3634,Hoodoo Gurus,0,u,46
3635,Jonah Jones,1,v,47
3636,Bunny Berigan,5,v,47
3637,Pete Droge,0,u,46
3638,54-40,1,u,46
3639,Lifehouse,0,u,46
3640,Elf,3,v,47
3641,Jeffrey Lewis,0,u,46
3642,Hooverphonic,0,G,6
3643,Amos Lee,0,u,46
3644,Lighthouse,0,u,46
3645,Chris Brown,3,u,46
3646,112,7,u,46
3647,Jennifer Hudson,0,u,46
3648,Phyllis Hyman,2,v,47
3649,Little Texas,0,u,46
3650,Pete Steele,1,v,47
3651,Los Panchos,1,v,47
3652,Marilyn McCoo,0,u,46
3653,Jonny Lang,0,u,46
3654,George Thorogood,3,j,35
3655,Titus Turner,1,v,47
3656,Marie Osmond,0,u,46
3657,Maria Rita,0,u,46
3658,Rita Lee,2,v,47
3659,Celtic Woman,0,u,46
3660,Bobby CapÃ³,1,v,47
3661,S Club 7,0,u,46
3662,Peter Knight,0,v,47
3663,Dr. Lonnie Smith,5,u,46
3664,Mary Martin,2,v,47
3665,Kay Thompson,1,v,47
3666,Mario,1,u,46
3667,Lonnie Mack,4,u,46
3668,Josh Groban,0,u,46
3669,JosÃ© Carreras,3,v,47
3670,Jim Brickman,5,u,46
3671,Mandy Patinkin,1,u,46
3672,PlÃ¡cido Domingo,3,v,47
3673,David Foster,1,u,46
3674,Rod Temperton,1,v,47
3675,Don Blackman,1,v,47
3676,Gawvi,1,u,46
3677,Rob Halford,1,u,46
3678,Howard McGhee,0,u,46
3679,Josh Kelley,0,u,46
3680,Michael McDonald,5,u,46
3681,The Wallflowers,2,u,46
3682,Rodriguez,6,u,46
3683,Roachford,0,u,46
3684,Phoenix,3,u,46
3685,Josh Turner,0,u,46
3686,Howard Shore,1,u,46
3687,Lila McCann,0,u,46
3688,Josh Rouse,0,u,46
3689,Gyptian,0,u,46
3690,Jill Sobule,2,u,46
3691,Deerhunter,1,u,46
3692,Rooney,0,u,46
3693,Marion Meadows,0,u,46
3694,Robbie Dupree,0,u,46
3695,Frank Loesser,4,v,47
3696,Robert Mirabal,0,u,46
3697,Jesse Powell,0,u,46
3698,Saga,0,u,46
3699,Ronan Keating,0,u,46
3700,Phil Lynott,0,u,46
3701,Maroon 5,5,u,46
3702,Robert Gordon,2,u,46
3703,Philip Aaberg,0,u,46
3704,George Morgan,1,v,47
3705,Ismael Rivera,3,v,47
3706,Calle 13,0,v,47
3707,Oscar D'LeÃ³n,3,v,47
3708,Platinum Blonde,0,u,46
3709,Jessica Andrews,3,u,46
3710,Joss Stone,0,u,46
3711,Denise LaSalle,1,v,47
3712,Damian Marley,1,S,18
3713,Play,0,u,46
3714,Dave Alvin,2,h,33
3715,No Doubt,10,G,6
3716,Wilson Phillips,1,u,46
3717,CeCe Winans,2,u,46
3718,Charly GarcÃ­a,2,v,47
3719,Rose Tattoo,5,u,46
3720,Robert Randolph,0,u,46
3721,Sneaky Pete Kleinow,1,v,47
3722,Mulgrew Miller,1,u,46
3723,Robert Glasper,0,u,46
3724,Saigon Kick,0,u,46
3725,Racer X,1,u,46
3726,Linkin Park,6,u,46
3727,Linton Kwesi Johnson,3,u,46
3728,Sam Rivers,1,u,46
3729,Rockwell,0,u,46
3730,Mark O'Connor,1,u,46
3731,Rossington Collins Band,0,u,46
3732,RÃ¶yksopp,0,u,46
3733,Sammy,0,u,46
3734,Los Lonely Boys,0,u,46
3735,Lisa Gerrard,0,u,46
3736,Judy Kuhn,0,u,46
3737,Linda Eder,1,u,46
3738,Ismael Miranda,3,v,47
3739,Cheo Feliciano,4,v,47
3740,HÃ©ctor Lavoe,10,u,46
3741,Joe Cuba,6,v,47
3742,Plastilina Mosh,0,u,46
3743,Plastic Bertrand,3,u,46
3744,Possessed,3,u,46
3745,The Soul Survivors,1,u,46
3746,Glenn Gould,1,v,47
3747,Blitzen Trapper,0,u,46
3748,Running Wild,0,u,46
3749,Martha Wash,1,u,46
3750,Keith Hudson,1,v,47
3751,Junior Kelly,0,u,46
3752,Lucky Ali,0,v,47
3753,Curved Air,3,v,47
3754,Scientist,1,u,46
3755,Lisette Melendez,0,u,46
3756,Paul Weston,1,v,47
3757,Junkie XL,0,u,46
3758,Junkyard,0,u,46
3759,Puddle of Mudd,1,u,46
3760,Bush,11,u,46
3761,Martin Sexton,0,u,46
3762,"Jump, Little Children",0,u,46
3763,John Adams,2,u,46
3764,Justin Tubb,0,v,47
3765,Penetration,0,u,46
3766,Lucero,0,u,46
3767,The Blasters,1,d,29
3768,The Young Rascals,2,u,46
3769,Emmanuel,2,v,47
3770,Ricardo Montaner,2,v,47
3771,JosÃ© JosÃ©,2,v,47
3772,Luis Fonsi,0,u,46
3773,Diego Torres,1,v,47
3774,Alexandre Pires,1,v,47
3775,Marvin Sease,1,u,46
3776,K-Ci & JoJo,1,u,46
3777,Pierre Bachelet,0,v,47
3778,Blindside,0,u,46
3779,Mary Black,2,u,46
3780,The West Coast Pop Art Experimental Band,1,u,46
3781,VAST,0,u,46
3782,Little Jimmy Dickens,6,v,47
3783,Atlanta Rhythm Section,1,u,46
3784,Mary Gauthier,0,u,46
3785,Quantic,0,g,32
3786,Luis Enrique,0,u,46
3787,Jimmy Yancey,1,v,47
3788,Pete Johnson,4,v,47
3789,Jennifer Holliday,0,u,46
3790,Charlie Parr,0,h,33
3791,Adolescents,3,u,46
3792,Jennifer Love Hewitt,1,u,46
3793,RocÃ­o Jurado,4,v,47
3794,Panic! At the Disco,3,u,46
3795,The Killers,8,u,46
3796,Jason Aldean,1,u,46
3797,Emitt Rhodes,6,u,46
3798,Jens Lekman,0,u,46
3799,Charlie Watts,1,u,46
3800,Company,0,u,46
3801,Lumidee,0,u,46
3802,Secret Weapon,0,u,46
3803,Matt Redman,0,u,46
3804,Paul Carrack,1,u,46
3805,Peter Rowan,2,u,46
3806,Jem,0,D,3
3807,Morcheeba,9,G,6
3808,Jello Biafra,3,u,46
3809,Jermaine Stewart,0,u,46
3810,Matchbook Romance,0,P,15
3811,Arctic Monkeys,1,U,20
3812,John Cooper Clarke,1,v,47
3813,The Streets,2,H,7
3814,Autechre,3,u,46
3815,Jerry Douglas,2,u,46
3816,She Wants Revenge,0,u,46
3817,Placebo,10,m,38
3818,Mitch Miller & the Sing-Along Gang,1,v,47
3819,Rahsaan Patterson,0,u,46
3820,Matt Bianco,0,u,46
3821,New Found Glory,6,B,1
3822,Jonathan Coulton,0,u,46
3823,Eluveitie,0,u,46
3824,Rage,0,u,46
3825,El DeBarge,5,u,46
3826,Harold Land,1,u,46
3827,James Moody,3,u,46
3828,MiklÃ³s RÃ³zsa,3,v,47
3829,Leonard Rosenman,1,v,47
3830,10 Years,0,u,46
3831,3 Doors Down,3,u,46
3832,Paco de LucÃ­a,2,v,47
3833,Jesse Cook,0,u,46
3834,Gipsy Kings,2,v,47
3835,Floyd Cramer,2,v,47
3836,Ronnie Foster,1,u,46
3837,Will Ackerman,3,u,46
3838,Oscar Brand,1,v,47
3839,Rammstein,0,u,46
3840,Nitzer Ebb,6,u,46
3841,New Model Army,1,u,46
3842,Naked Eyes,2,u,46
3843,New Musik,1,u,46
3844,Mark Wills,0,u,46
3845,Marmalade,0,u,46
3846,Hollywood Undead,0,u,46
3847,Mitch Miller,2,v,47
3848,Phil Ramone,1,v,47
3849,Nicholas Payton,0,u,46
3850,Peter Sarstedt,1,v,47
3851,Frankie Ruiz,2,v,47
3852,Jerry Rivera,1,u,46
3853,Rey Ruiz,1,u,46
3854,Wilfrido Vargas,1,v,47
3855,Pieces of a Dream,0,u,46
3856,CÃ©u,0,u,46
3857,Buddy Clark,1,v,47
3858,Raul Malo,0,u,46
3859,Phil Vassar,0,u,46
3860,Pilot,1,u,46
3861,Rose Royce,0,u,46
3862,Pinback,2,u,46
3863,No Use for a Name,0,u,46
3864,Jim Ed Brown,0,u,46
3865,Jesus Jones,0,u,46
3866,Nikki Jean,0,u,46
3867,Roy Hargrove,0,u,46
3868,Pink Martini,0,u,46
3869,Buena Vista Social Club,3,v,47
3870,Richard Hawley,0,u,46
3871,Tindersticks,2,Z,25
3872,Edwyn Collins,1,u,46
3873,Jet,0,u,46
3874,The Brian Jonestown Massacre,3,u,46
3875,Jewel,3,u,46
3876,Dar Williams,2,u,46
3877,Plumb,1,u,46
3878,Poe,1,u,46
3879,Rebecca Lynn Howard,0,u,46
3880,Ray Stevens,0,u,46
3881,Plain White T's,0,u,46
3882,Sugar Ray,2,u,46
3883,Pure Prairie League,1,u,46
3884,Jimmy Cobb,0,u,46
3885,Ryuichi Sakamoto,8,u,46
3886,Kai Winding,0,u,46
3887,Men at Large,0,u,46
3888,Planet P Project,0,u,46
3889,Kajagoogoo,0,u,46
3890,Haircut 100,1,u,46
3891,Rick Braun,0,u,46
3892,Porno for Pyros,0,u,46
3893,Ruben Studdard,0,u,46
3894,Dave Hollister,3,u,46
3895,Karen Akers,0,u,46
3896,Ruby Braff,0,v,47
3897,Jimmy McPartland,1,v,47
3898,Rick Trevino,0,u,46
3899,Ricky Martin,3,u,46
3900,Royal Crown Revue,0,A,0
3901,The Mothers of Invention,4,u,46
3902,Oysterhead,1,u,46
3903,Karunesh,1,u,46
3904,The Chantays,1,u,46
3905,Rupee,0,u,46
3906,Jimmy Giuffre,1,u,46
3907,Larry Graham,5,v,47
3908,Michael Henderson,2,u,46
3909,Kasabian,0,u,46
3910,New Grass Revival,1,u,46
3911,Marta SÃ¡nchez,0,u,46
3912,Mecano,1,v,47
3913,Propellerheads,0,u,46
3914,Rudy Ray Moore,1,v,47
3915,Katrina & the Waves,1,u,46
3916,Kano,0,u,46
3917,Paramore,1,d,29
3918,Yeah Yeah Yeahs,4,j,35
3919,Avril Lavigne,14,u,46
3920,Dropkick Murphys,4,B,1
3921,Martin Rev,0,u,46
3922,Rihanna,9,t,45
3923,BeyoncÃ©,14,t,45
3924,Shakira,2,t,45
3925,Martha Wainwright,0,u,46
3926,Lata Mangeshkar,2,v,47
3927,Kavita Krishnamurthy,0,v,47
3928,Manos Hadjidakis,1,v,47
3929,Wolf Parade,0,u,46
3930,Ugly Casanova,1,v,47
3931,Kathryn Williams,0,u,46
3932,Sara Bareilles,0,o,40
3933,Nara LeÃ£o,1,u,46
3934,Natalie Grant,0,u,46
3935,Bananarama,9,u,46
3936,Philip Wesley,0,u,46
3937,Masters of Reality,2,u,46
3938,Trouble,1,u,46
3939,Brandi Carlile,1,u,46
3940,Nappy Brown,0,v,47
3941,Mass Production,0,u,46
3942,Nat Adderley,0,u,46
3943,Meredith Monk,3,v,47
3944,Ronnie Self,1,v,47
3945,The Monotones,1,v,47
3946,The Wild Tchoupitoulas,1,v,47
3947,Metric,1,u,46
3948,mewithoutYou,0,u,46
3949,Mastodon,1,u,46
3950,Chiodos,0,B,1
3951,Red Rat,0,u,46
3952,The Click Five,0,u,46
3953,Neal McCoy,0,u,46
3954,Seven Mary Three,3,u,46
3955,Vikki Carr,1,v,47
3956,North Mississippi Allstars,0,u,46
3957,Rachelle Ferrell,1,u,46
3958,Matt Nathanson,0,u,46
3959,Five for Fighting,1,u,46
3960,Regina Spektor,2,Y,24
3961,Reel Big Fish,3,Q,16
3962,El Michels Affair,0,u,46
3963,Lafayette Afro Rock Band,1,v,47
3964,Cymande,1,v,47
3965,Mandrill,1,u,46
3966,Norma Jean,0,u,46
3967,Norman Blake,0,u,46
3968,Norman Brown,0,u,46
3969,Material Issue,1,u,46
3970,Mason Jennings,0,u,46
3971,Aly & AJ,0,u,46
3972,Atomic Kitten,8,t,45
3973,Michelle Branch,2,u,46
3974,Hilary Duff,5,u,46
3975,OK Go,0,u,46
3976,Fountains of Wayne,5,u,46
3977,Railroad Earth,0,u,46
3978,Next,1,u,46
3979,James Blunt,0,u,46
3980,Be Your Own Pet,0,u,46
3981,Zac Brown,0,u,46
3982,Brad Paisley,3,u,46
3983,Rascal Flatts,4,u,46
3984,Ohio Express,2,u,46
3985,Ryan Leslie,0,u,46
3986,Esperanza Spalding,0,t,45
3987,Nena,1,u,46
3988,Nick Heyward,0,u,46
3989,Maxine Brown,1,u,46
3990,Cat Anderson,1,v,47
3991,Randy Scruggs,0,u,46
3992,The Go! Team,0,G,6
3993,Michelle Williams,0,u,46
3994,Yolanda Adams,4,u,46
3995,Michael Ruff,0,u,46
3996,Randy Waldman,0,u,46
3997,Michael White,0,u,46
3998,Alvin & the Chipmunks,3,v,47
3999,Crazy Frog,0,u,46
4000,Nickel Creek,2,u,46
4001,Rhonda Vincent,2,u,46
4002,Tim O'Brien,1,u,46
4003,Alison Krauss,5,u,46
4004,Scott Nygaard,1,u,46
4005,Stuart Duncan,1,u,46
4006,Opeth,0,u,46
4007,Nerf Herder,1,u,46
4008,Mclusky,0,u,46
4009,Shellac,3,u,46
4010,Jessie Hill,1,v,47
4011,Patty Duke,3,v,47
4012,Lecrae,0,u,46
4013,Men of Standard,1,v,47
4014,TobyMac,2,u,46
4015,Ratatat,0,p,41
4016,Mike Birbiglia,0,u,46
4017,Adam Sandler,2,u,46
4018,Brian Regan,2,u,46
4019,Mitch Hedberg,2,u,46
4020,Me First and the Gimme Gimmes,0,B,1
4021,Ray Anthony,0,v,47
4022,Ray J,1,u,46
4023,The Motors,0,u,46
4024,The Microphones,0,u,46
4025,Tygers of Pan Tang,1,v,47
4026,John Scofield,3,u,46
4027,The Lounge Lizards,2,u,46
4028,Medicine,0,u,46
4029,Meredith Brooks,1,u,46
4030,Maria Callas,1,v,47
4031,Nicolette Larson,0,u,46
4032,Meli'sa Morgan,0,u,46
4033,Medwyn Goodall,0,u,46
4034,Ready for the World,0,u,46
4035,Ray Nance,1,v,47
4036,The Peasall Sisters,0,u,46
4037,The RH Factor,0,u,46
4038,The Radiators,4,u,46
4039,Phil Manzanera,2,u,46
4040,Milli Vanilli,3,t,45
4041,Ralfi Pagan,0,u,46
4042,Mike Stern,0,u,46
4043,Otis Taylor,1,u,46
4044,The Expendables,0,u,46
4045,The Slackers,4,u,46
4046,Dance Hall Crashers,3,u,46
4047,The Tubes,2,u,46
4048,Mingus Big Band,0,u,46
4049,The Marcels,1,v,47
4050,The Shins,4,u,46
4051,Miracle Legion,4,u,46
4052,Marconi Union,0,u,46
4053,The Godz,5,u,46
4054,The Six Parts Seven,0,u,46
4055,Nivea,0,u,46
4056,Mista,0,u,46
4057,Matt Costa,0,u,46
4058,Donavon Frankenreiter,1,h,33
4059,The Miracles,2,u,46
4060,2 Brothers on the 4th Floor,0,u,46
4061,DÃ³ris Monteiro,1,v,47
4062,The Naked Brothers Band,0,u,46
4063,The King Khan & BBQ Show,0,u,46
4064,Reckless Kelly,0,u,46
4065,Methods of Mayhem,0,u,46
4066,Donna Lewis,0,u,46
4067,Messiah,1,u,46
4068,CSS,0,u,46
4069,The Rapture,4,F,5
4070,The Weepies,1,u,46
4071,The Kooks,0,u,46
4072,Mest,0,u,46
4073,Red Simpson,0,u,46
4074,Red Sovine,0,v,47
4075,Off Broadway,0,u,46
4076,Editors,0,u,46
4077,Okkervil River,1,u,46
4078,Belanova,0,u,46
4079,Nuclear Assault,0,u,46
4080,Old 97's,0,u,46
4081,Nuyorican Soul,0,v,47
4082,Old Crow Medicine Show,0,u,46
4083,Olga TaÃ±Ã³n,0,u,46
4084,Gene Kelly,4,v,47
4085,Of Montreal,1,u,46
4086,Omarion,2,u,46
4087,Ashley Tisdale,1,u,46
4088,Lindsay Lohan,4,u,46
4089,Mick Taylor,1,u,46
4090,Klaxons,0,S,18
4091,The Shamen,1,v,47
4092,Taylor Swift,1,u,46
4093,Michel Berger,0,u,46
4094,The Matches,0,B,1
4095,The National,0,u,46
4096,The Moldy Peaches,0,u,46
4097,The Subdudes,0,u,46
4098,The Outfield,0,u,46
4099,The Mooney Suzuki,0,u,46
4100,A Skylit Drive,0,u,46
4101,Mika,0,u,46
4102,Scissor Sisters,2,t,45
4103,Rufus Wainwright,2,u,46
4104,Corbin Bleu,0,u,46
4105,Madina Lake,0,u,46
4106,Collie Buddz,0,u,46
4107,3LW,0,u,46
4108,Texas Tornados,2,u,46
4109,Big Jay McNeely,3,v,47
4110,Boots Randolph,1,v,47
4111,The New Pornographers,0,u,46
4112,The String Cheese Incident,0,u,46
4113,Marsha Ambrosius,2,u,46
4114,A Perfect Circle,1,u,46
4115,Anita Ward,0,u,46
4116,The Motels,0,u,46
4117,Dance Gavin Dance,0,u,46
4118,Midtown,1,i,34
4119,Millencolin,1,Q,16
4120,Off with Their Heads,0,u,46
4121,Crucifix,1,v,47
4122,Hula,1,v,47
4123,The Tractors,0,u,46
4124,The Pietasters,0,u,46
4125,The Verve Pipe,0,u,46
4126,Sugar,2,v,47
4127,The Vapors,1,u,46
4128,Harpers Bizarre,1,u,46
4129,Red Mitchell,1,v,47
4130,Sugarland,0,u,46
4131,The Witnesses,0,u,46
4132,Mike Shinoda,0,u,46
4133,Ingrid Michaelson,0,p,41
4134,Thirty Seconds to Mars,1,u,46
4135,The Starting Line,2,u,46
4136,MoKenStef,0,u,46
4137,La Sonora Dinamita,2,v,47
4138,Orquesta AragÃ³n,2,v,47
4139,The Rockin' Berries,0,u,46
4140,The Ocean Blue,0,u,46
4141,Memphis Slim,4,v,47
4142,Sunnyland Slim,1,v,47
4143,The Pop Group,3,u,46
4144,Fifty Foot Hose,1,v,47
4145,The Wonder Stuff,1,u,46
4146,Anthony B,0,u,46
4147,Caifanes,1,v,47
4148,La Ley,1,v,47
4149,El Tri,1,u,46
4150,Mano Negra,1,v,47
4151,Moloko,0,G,6
4152,The Cave Singers,0,u,46
4153,Silver Jews,2,u,46
4154,The Walkmen,0,h,33
4155,Steeleye Span,9,u,46
4156,The Rivieras,1,u,46
4157,Joey Dee,2,v,47
4158,The Remains,2,j,35
4159,Guadalcanal Diary,2,u,46
4160,The Royal Guardsmen,0,v,47
4161,Our Lady Peace,3,u,46
4162,Three Days Grace,2,u,46
4163,Toadies,1,u,46
4164,Machines of Loving Grace,3,u,46
4165,Suffocation,1,u,46
4166,The Power Station,0,u,46
4167,Franco,2,v,47
4168,Mr. Fingers,1,v,47
4169,The Samples,0,u,46
4170,Thrice,0,u,46
4171,Eddie Safranski,1,v,47
4172,Another Bad Creation,1,u,46
4173,Anouk,0,u,46
4174,The Rentals,1,u,46
4175,Captain Beyond,2,u,46
4176,Mindless Self Indulgence,0,u,46
4177,The Salsoul Orchestra,0,u,46
4178,Wolfgang Amadeus Mozart,1,v,47
4179,Adina Howard,1,u,46
4180,Adema,0,u,46
4181,Minus the Bear,0,u,46
4182,The Rembrandts,0,u,46
4183,Miroslav Vitous,0,u,46
4184,Mirwais,0,u,46
4185,Adriana Calcanhotto,0,u,46
4186,Zap Pow,1,v,47
4187,Brownsville Station,1,j,35
4188,12 Stones,0,u,46
4189,The Hondells,1,v,47
4190,Against Me!,0,a,26
4191,Seaweed,2,v,47
4192,Luke Bryan,0,u,46
4193,Mother Love Bone,0,u,46
