Id,Label,timeset,weight,color,modularity_class
3182,John Foxx,,3,u,2
3183,Tom Tom Club,,9,u,2
3184,Gina X Performance,,1,v,2
3185,Clan of Xymox,,4,u,2
3186,Eloy,,0,u,8
3187,Camel,,4,u,8
3188,Jane Child,,0,t,1
3189,The Edge,,0,u,0
3190,Tom Verlaine,,6,u,2
3191,Ultra Vivid Scene,,2,u,2
3192,Altered Images,,1,u,2
3193,The Dave Brubeck Quartet,,1,v,6
3194,Pat Metheny Group,,0,u,6
3195,John Coltrane Quartet,,1,u,6
3196,Miles Davis Quintet,,1,v,6
3197,Thelonious Monk Quartet,,1,v,6
3198,Stacy Lattisaw,,0,u,1
3199,Staind,,3,u,8
3200,Fred Eaglesmith,,0,u,5
3201,Edie Brickell,,0,u,3
3202,Ritchie Valens,,19,d,0
3203,Flaco JimÃ©nez,,5,u,5
3204,Jason Becker,,0,u,0
3205,Pat Metheny,,5,u,6
3206,Eileen Farrell,,0,u,1
3207,Tortoise,,6,u,2
3208,Graham Parker & the Rumour,,0,u,0
3209,Dave Grohl,,1,u,8
3210,Peter Criss,,2,u,8
3211,Bryan Ferry,,11,u,1
3212,Lord Creator,,3,v,13
3213,Eric Donaldson,,2,v,13
3214,Hopeton Lewis,,1,v,13
3215,The Paragons,,9,v,13
3216,Flaw,,0,u,8
3217,Caron Wheeler,,1,u,1
3218,Ray LaMontagne,,2,u,3
3219,Keb' Mo',,5,u,0
3220,James McMurtry,,2,u,5
3221,Brian Hyland,,1,u,0
3222,David Cassidy,,2,u,1
3223,Fine Young Cannibals,,0,u,9
3224,DÃ³nal Lunny,,0,v,3
3225,John Cafferty,,0,u,0
3226,Flipper,,7,u,8
3227,Roger McGuinn,,10,u,3
3228,Emerson Drive,,0,u,5
3229,Exile,,5,v,5
3230,Sawyer Brown,,4,u,5
3231,Great Big Sea,,0,u,3
3232,Hothouse Flowers,,4,u,3
3233,Donald Harrison,,0,u,6
3234,Greater Vision,,0,u,5
3235,Unsane,,5,u,8
3236,RX Bandits,,1,u,14
3237,Maceo Parker,,1,u,9
3238,French Kicks,,1,u,2
3239,Elvis Costello & the Attractions,,3,v,0
3240,Penguin Cafe Orchestra,,4,u,2
3241,David Lanz,,2,u,6
3242,Green Jelly,,1,u,8
3243,Arcade Fire,,1,r,2
3244,Phosphorescent,,3,u,5
3245,Jim Ford,,4,u,0
3246,Fun Boy Three,,0,u,2
3247,Mac Davis,,2,u,5
3248,Voodoo Glow Skulls,,1,u,14
3249,Voivod,,7,u,8
3250,Donny Osmond,,1,u,1
3251,Deadsy,,0,u,8
3252,Godhead,,1,u,8
3253,Dos,,0,u,14
3254,Flogging Molly,,0,u,14
3255,Angelic Upstarts,,8,u,14
3256,Funeral for a Friend,,1,u,8
3257,Buckwheat Zydeco,,7,u,9
3258,Sean Paul,,2,u,13
3259,Floetry,,0,u,1
3260,Eric Johnson,,0,u,0
3261,Billy Gibbons,,1,v,0
3262,Bud Shank,,2,u,6
3263,Phil Woods,,6,u,6
3264,John Parr,,0,u,8
3265,Foxy Brown,,0,u,1
3266,Eric Serra,,0,u,6
3267,Lee Roy Parnell,,0,u,5
3268,Martha Raye,,2,v,1
3269,Helen Forrest,,10,v,1
3270,Helen O'Connell,,6,v,1
3271,John Taylor,,0,u,6
3272,Frank Butler,,0,v,6
3273,George Winston,,9,u,6
3274,Beres Hammond,,2,u,13
3275,LeftÃ¶ver Crack,,0,d,14
3276,Dave Grusin,,10,u,6
3277,Wang Chung,,1,u,2
3278,Wall of Voodoo,,0,u,2
3279,Art Pepper,,5,u,6
3280,Chico Hamilton,,4,u,6
3281,Galactic,,0,u,9
3282,Warne Marsh,,1,v,6
3283,John Travolta,,0,u,1
3284,Cassie,,0,u,1
3285,Cassius,,1,u,2
3286,Madeleine Peyroux,,1,u,1
3287,Deicide,,0,u,8
3288,Lee Ann Womack,,5,u,5
3289,Garbage,,3,h,2
3290,Grace Slick,,4,u,3
3291,Judy Henske,,3,v,3
3292,Focus,,4,u,8
3293,AmÃ¡lia Rodrigues,,4,v,7
3294,CesÃ¡ria Ã‰vora,,0,u,7
3295,Dazz Band,,0,u,9
3296,Ernest Ranglin,,2,v,6
3297,Dorothy Loudon,,0,v,1
3298,The Flying Luttenbachers,,0,a,6
3299,Della Reese,,1,u,1
3300,Ed Bruce,,1,v,5
3301,Gretchen Wilson,,0,u,5
3302,Willie ColÃ³n,,7,u,7
3303,Javier SolÃ­s,,3,v,7
3304,Jorge Negrete,,1,v,7
3305,JosÃ© Alfredo JimÃ©nez,,1,v,7
3306,Los Alegres de TerÃ¡n,,1,v,7
3307,Pedro Infante,,4,v,7
3308,Gene Loves Jezebel,,0,u,2
3309,Dee Clark,,0,u,9
3310,Warren Haynes,,0,u,9
3311,Duane Allman,,4,u,0
3312,The Dream Syndicate,,8,u,2
3313,Changing Faces,,1,u,1
3314,Esquerita,,3,v,0
3315,Halifax,,0,u,8
3316,Dougie MacLean,,0,v,3
3317,Chantal Kreviazuk,,1,u,3
3318,"Johnny ""Hammond"" Smith",,0,v,6
3319,Ernestine Anderson,,3,v,1
3320,Destruction,,0,u,8
3321,Drive-By Truckers,,0,u,0
3322,Donna the Buffalo,,4,u,0
3323,Red Garland,,4,u,6
3324,Ty Herndon,,0,u,5
3325,Jon Hendricks,,7,A,9
3326,General Public,,1,u,9
3327,Westlife,,5,u,9
3328,East 17,,4,u,9
3329,Nouvelle Vague,,0,u,2
3330,Charles & Eddie,,0,u,1
3331,Derek Trucks,,0,u,0
3332,Elvin Bishop,,4,u,0
3333,Ginger Baker,,5,u,6
3334,Max Richter,,0,u,2
3335,Arvo PÃ¤rt,,3,v,2
3336,"Huey ""Piano"" Smith",,6,u,9
3337,Wet,,0,u,1
3338,Wet Wet Wet,,0,u,0
3339,Wheatus,,0,u,2
3340,Charles Earland,,0,u,6
3341,Amy Millan,,0,m,5
3342,The Vaselines,,4,u,2
3343,Charlie Chaplin,,1,u,13
3344,DragonForce,,0,u,8
3345,Savatage,,2,u,8
3346,Overkill,,1,u,8
3347,Helloween,,5,u,8
3348,Seefeel,,2,u,2
3349,Tycho,,0,u,2
3350,Zero 7,,1,G,2
3351,Casino Versus Japan,,1,v,2
3352,Dramarama,,0,u,14
3353,Type O Negative,,6,u,8
3354,Alien Sex Fiend,,9,u,8
3355,Charles Lloyd,,3,u,6
3356,Des'ree,,0,u,1
3357,Moe Bandy,,6,u,5
3358,DeVotchKa,,1,h,3
3359,Dub Pistols,,0,u,2
3360,Junior Kimbrough,,6,u,0
3361,Tyrone Davis,,6,u,9
3362,Linda Perhacs,,6,u,3
3363,Vetiver,,0,u,3
3364,Norman Greenbaum,,1,v,3
3365,Ian Matthews,,4,u,3
3366,Ghost,,3,u,3
3367,Rita Coolidge,,1,u,1
3368,Drake Bell,,0,u,2
3369,Joe Brown,,2,v,0
3370,Lou Ann Barton,,0,u,1
3371,Eros Ramazzotti,,7,u,7
3372,Lou Bega,,0,u,7
3373,Wesley Willis,,0,Y,0
3374,The Contours,,3,v,8
3375,Donna Fargo,,1,u,5
3376,Jamie Foxx,,0,u,9
3377,Johnny Gill,,2,u,9
3378,Jon B.,,4,u,9
3379,Vanessa Williams,,7,u,1
3380,David Lindley,,0,u,0
3381,Alfred Newman,,6,v,6
3382,Percy Heath,,2,v,6
3383,Dianne Reeves,,3,u,1
3384,Jamie Cullum,,0,U,3
3385,Diana Krall,,4,u,1
3386,Michael Franks,,9,u,1
3387,Norah Jones,,5,u,1
3388,Ricochet,,0,u,5
3389,The Silhouettes,,1,v,1
3390,Danny & the Juniors,,1,v,1
3391,Johnny Griffin,,4,u,6
3392,David Guetta,,0,u,2
3393,David Morales,,1,v,2
3394,Roger Sanchez,,1,u,9
3395,Utah Saints,,4,u,2
3396,Roy Clark,,4,u,5
3397,U.K.,,1,u,8
3398,Dimmu Borgir,,0,u,8
3399,Mayhem,,5,u,8
3400,Ralph McTell,,1,u,3
3401,Charlie Sexton,,5,u,0
3402,Rilo Kiley,,0,u,3
3403,Wilco,,6,u,5
3404,Lone Justice,,2,u,5
3405,Neko Case,,2,u,5
3406,Ciara,,1,u,1
3407,K.P. & Envyi,,1,v,1
3408,Carla Bruni,,0,H,1
3409,John Conlee,,1,u,5
3410,Dido,,0,o,3
3411,Djivan Gasparyan,,1,v,2
3412,M. Ward,,1,h,3
3413,Grandaddy,,4,u,2
3414,Chris Isaak,,6,u,0
3415,Ringo Starr,,5,l,0
3416,John D. Loudermilk,,1,v,5
3417,Life Without Buildings,,0,u,2
3418,Scritti Politti,,3,u,9
3419,Umphrey's McGee,,0,u,0
3420,moe.,,1,u,0
3421,Jonathan Butler,,0,u,6
3422,The Silvertones,,1,u,0
3423,Pixinguinha,,5,v,7
3424,Dalva de Oliveira,,3,v,7
3425,Clannad,,8,u,3
3426,Jane Olivor,,0,u,1
3427,Uncle Kracker,,1,u,5
3428,Little River Band,,2,u,5
3429,Judge,,1,v,8
3430,Vitalic,,0,u,2
3431,Hombres G,,0,u,8
3432,Jason Mraz,,5,u,3
3433,Hot Action Cop,,0,u,14
3434,Machine Head,,6,u,8
3435,John Handy,,0,u,6
3436,UNKLE,,8,G,2
3437,Hot Hot Heat,,1,u,2
3438,M.I.A.,,4,j,14
3439,Hot Rize,,2,u,5
3440,Vixen,,0,u,3
3441,MC 900 Ft. Jesus,,3,u,2
3442,Leatherface,,2,v,14
3443,Dead Meadow,,0,u,8
3444,Randy Rhoads,,5,u,0
3445,Machel Montano,,0,u,9
3446,Bloc Party,,0,h,2
3447,Vitamin C,,0,u,1
3448,Tiffany,,8,t,1
3449,Joseph Arthur,,1,u,3
3450,Lizz Wright,,0,u,1
3451,Jeff Foxworthy,,0,u,4
3452,Robert Klein,,3,v,4
3453,Rodney Dangerfield,,3,v,4
3454,Hound Dog Taylor,,1,v,0
3455,Shadow,,0,u,9
3456,Planxty,,5,u,3
3457,Blue Mitchell,,1,u,6
3458,Vivian Green,,0,u,1
3459,Dead or Alive,,1,u,7
3460,Boy George,,1,u,1
3461,Big John Patton,,0,u,6
3462,David Crosby,,6,u,3
3463,Steve Forbert,,5,u,3
3464,Robbie Williams,,5,s,9
3465,Go West,,2,u,9
3466,Walter Hawkins,,0,u,9
3467,Lonnie Liston Smith,,1,u,6
3468,Al Cohn,,4,u,6
3469,Artie Shaw,,6,v,6
3470,Keith Emerson,,1,u,6
3471,Howard Huntsberry,,0,u,9
3472,Svend Asmussen,,1,v,6
3473,Death in June,,0,u,2
3474,Howard Roberts,,2,v,6
3475,Jobriath,,0,u,0
3476,Howard Stern,,0,u,4
3477,David Wilcox,,1,u,3
3478,Local H,,0,u,8
3479,Walk the Moon,,0,u,2
3480,Adriano Celentano,,1,v,0
3481,Death Angel,,0,u,8
3482,Roaring Lion,,2,v,13
3483,John P. Kee,,1,u,9
3484,Marisela,,0,u,7
3485,The Wannadies,,0,u,2
3486,Deee-Lite,,0,u,9
3487,Lil' Mo,,0,u,1
3488,Days of the New,,1,u,8
3489,Chris Cornell,,3,h,8
3490,Josh Ritter,,1,u,3
3491,Gillian Welch,,5,u,5
3492,Alejandro Escovedo,,6,u,5
3493,Ryan Adams,,7,u,3
3494,Damien Jurado,,1,u,3
3495,Howie Day,,1,u,3
3496,Richard Ashcroft,,3,u,3
3497,Hugh Mundell,,0,u,13
3498,Danny Thompson,,1,u,6
3499,John Kay,,0,u,0
3500,Keith Relf,,1,v,0
3501,Hubert Laws,,1,u,6
3502,Homer & Jethro,,3,v,5
3503,Paul Stanley,,5,j,0
3504,Tommy Sands,,1,u,0
3505,Deacon Blue,,0,u,2
3506,Salaam Remi,,1,u,9
3507,Mark Ronson,,1,u,9
3508,Kid Koala,,1,p,2
3509,Sam Kinison,,4,u,4
3510,Denis Leary,,3,u,4
3511,Robin Thicke,,0,u,9
3512,Joan Osborne,,11,u,3
3513,Gerald Levert,,10,u,9
3514,Johnny Hates Jazz,,0,u,2
3515,Anita Bryant,,1,v,5
3516,Dallas Holm,,1,u,5
3517,Lisa Loeb,,4,u,3
3518,Third Eye Blind,,5,u,0
3519,Tonic,,5,u,0
3520,Fad Gadget,,4,u,2
3521,"Johnny ""Big Moose"" Walker",,0,u,0
3522,Kitty Kallen,,1,v,1
3523,The Chordettes,,2,v,1
3524,Lola BeltrÃ¡n,,1,v,7
3525,Antonio Aguilar,,1,v,7
3526,Johnny Lee,,0,u,5
3527,Jerry Byrd,,1,v,0
3528,Speedy West,,5,v,0
3529,Leon Redbone,,0,u,1
3530,Dennis DeYoung,,0,u,8
3531,Lemon Jelly,,0,p,2
3532,Johnny Adams,,2,u,9
3533,Razorlight,,0,u,2
3534,Pop Will Eat Itself,,3,u,2
3535,Wayman Tisdale,,0,u,6
3536,Najee,,2,u,6
3537,The Records,,4,u,2
3538,The Feelies,,8,u,2
3539,Rockpile,,1,u,0
3540,Johnny Clegg,,0,u,1
3541,Wayne Hancock,,1,u,5
3542,Tracy Lawrence,,6,u,5
3543,Sammie,,0,u,9
3544,The Derek Trucks Band,,0,u,0
3545,Les Brown,,2,v,5
3546,Harry James,,10,v,6
3547,Juanes,,0,u,7
3548,Ozomatli,,1,u,7
3549,Molotov,,1,u,7
3550,Gustavo Santaolalla,,1,u,7
3551,Manu Chao,,5,u,7
3552,Enrique Iglesias,,6,u,7
3553,Soda Stereo,,1,u,2
3554,Carlos Vives,,7,u,7
3555,Liquid Tension Experiment,,0,u,8
3556,Johnny Rodriguez,,0,u,5
3557,Bobby Timmons,,2,u,6
3558,Devendra Banhart,,0,u,3
3559,Les Nubians,,0,u,1
3560,Whiskeytown,,3,u,5
3561,Junior Brown,,3,u,5
3562,Lenny White,,0,u,6
3563,Destroyer,,0,u,2
3564,We Are Scientists,,0,u,2
3565,Lisa Lisa,,1,t,1
3566,Jocelyn Brown,,1,v,1
3567,Love Battery,,0,u,2
3568,Johnny Pacheco,,2,v,7
3569,Sara Evans,,6,u,5
3570,Grupo Mojado,,0,u,7
3571,RocÃ­o DÃºrcal,,1,v,7
3572,Los Bukis,,2,v,7
3573,DevilDriver,,0,u,8
3574,White Town,,0,u,2
3575,Low,,7,u,2
3576,Julie Roberts,,0,u,5
3577,Pee Wee Crayton,,2,v,0
3578,People Like Us,,0,O,4
3579,Joi,,0,u,1
3580,Half Pint,,1,u,13
3581,Junior Mance,,1,u,6
3582,Dion & the Belmonts,,3,u,1
3583,Diana King,,0,t,1
3584,Wayne Newton,,0,u,1
3585,Jackie Gleason,,1,v,1
3586,Leon Haywood,,0,v,0
3587,Wayne Watson,,0,u,5
3588,Scooter,,0,u,2
3589,Junior Senior,,0,u,2
3590,Leroy Van Dyke,,0,v,5
3591,Dick Gaughan,,2,v,3
3592,White Lion,,4,u,8
3593,JoJo,,0,u,1
3594,Jessica Simpson,,6,t,1
3595,Mandy Moore,,8,t,1
3596,Ashanti,,3,u,1
3597,Howard Hewett,,7,u,9
3598,Wayne Toups,,0,u,9
3599,Wayne Wonder,,0,u,13
3600,Capleton,,1,u,13
3601,The Academy Is...,,0,u,14
3602,Marvelous 3,,1,u,14
3603,Dashboard Confessional,,15,d,14
3604,Diamond Rio,,0,u,5
3605,Julee Cruise,,0,u,1
3606,RÃ³isÃ­n Murphy,,0,u,2
3607,Helen Merrill,,2,u,1
3608,Lucky Dube,,1,u,13
3609,Pepper Adams,,0,u,6
3610,Honeymoon Suite,,0,u,8
3611,Brand X,,1,u,8
3612,Lee Wiley,,8,v,1
3613,Diane Schuur,,0,u,1
3614,Lucy Pearl,,0,u,1
3615,Department S,,0,u,2
3616,Say Anything,,0,u,14
3617,Wild Cherry,,0,u,9
3618,Rebirth Brass Band,,2,u,9
3619,Jon Brion,,4,u,2
3620,Justin Adams,,0,u,0
3621,Little Big Town,,1,u,5
3622,Aaron Tippin,,6,u,5
3623,T-Pain,,3,u,9
3624,Nate Dogg,,2,u,9
3625,Ginuwine,,7,u,9
3626,Jordan Rudess,,0,u,8
3627,Dillinger Four,,0,B,14
3628,Various Artists,,0,u,13
3629,Lord Invader,,4,v,13
3630,Lord Melody,,2,v,9
3631,Dinah Shore,,0,v,1
3632,Golden Earring,,8,u,8
3633,Julian Lennon,,0,u,3
3634,Hoodoo Gurus,,0,u,2
3635,Jonah Jones,,1,v,6
3636,Bunny Berigan,,5,v,6
3637,Pete Droge,,0,u,0
3638,54-40,,1,u,0
3639,Lifehouse,,0,u,8
3640,Elf,,3,v,8
3641,Jeffrey Lewis,,0,u,14
3642,Hooverphonic,,0,G,2
3643,Amos Lee,,0,u,3
3644,Lighthouse,,0,u,9
3645,Chris Brown,,3,u,9
3646,112,,7,u,9
3647,Jennifer Hudson,,0,u,1
3648,Phyllis Hyman,,2,v,1
3649,Little Texas,,0,u,5
3650,Pete Steele,,1,v,3
3651,Los Panchos,,1,v,2
3652,Marilyn McCoo,,0,u,1
3653,Jonny Lang,,0,u,0
3654,George Thorogood,,3,j,0
3655,Titus Turner,,1,v,9
3656,Marie Osmond,,0,u,5
3657,Maria Rita,,0,u,7
3658,Rita Lee,,2,v,7
3659,Celtic Woman,,0,u,3
3660,Bobby CapÃ³,,1,v,7
3661,S Club 7,,0,u,9
3662,Peter Knight,,0,v,3
3663,Dr. Lonnie Smith,,5,u,6
3664,Mary Martin,,2,v,1
3665,Kay Thompson,,1,v,1
3666,Mario,,1,u,9
3667,Lonnie Mack,,4,u,0
3668,Josh Groban,,0,u,1
3669,JosÃ© Carreras,,3,v,1
3670,Jim Brickman,,5,u,6
3671,Mandy Patinkin,,1,u,1
3672,PlÃ¡cido Domingo,,3,v,1
3673,David Foster,,1,u,6
3674,Rod Temperton,,1,v,9
3675,Don Blackman,,1,v,9
3676,Gawvi,,1,u,9
3677,Rob Halford,,1,u,0
3678,Howard McGhee,,0,u,6
3679,Josh Kelley,,0,u,3
3680,Michael McDonald,,5,u,9
3681,The Wallflowers,,2,u,0
3682,Rodriguez,,6,u,3
3683,Roachford,,0,u,9
3684,Phoenix,,3,u,2
3685,Josh Turner,,0,u,5
3686,Howard Shore,,1,u,6
3687,Lila McCann,,0,u,5
3688,Josh Rouse,,0,u,3
3689,Gyptian,,0,u,13
3690,Jill Sobule,,2,u,3
3691,Deerhunter,,1,u,2
3692,Rooney,,0,u,2
3693,Marion Meadows,,0,u,6
3694,Robbie Dupree,,0,u,0
3695,Frank Loesser,,4,v,1
3696,Robert Mirabal,,0,u,3
3697,Jesse Powell,,0,u,9
3698,Saga,,0,u,8
3699,Ronan Keating,,0,u,9
3700,Phil Lynott,,0,u,0
3701,Maroon 5,,5,u,9
3702,Robert Gordon,,2,u,0
3703,Philip Aaberg,,0,u,6
3704,George Morgan,,1,v,5
3705,Ismael Rivera,,3,v,7
3706,Calle 13,,0,v,7
3707,Oscar D'LeÃ³n,,3,v,7
3708,Platinum Blonde,,0,u,8
3709,Jessica Andrews,,3,u,5
3710,Joss Stone,,0,u,1
3711,Denise LaSalle,,1,v,1
3712,Damian Marley,,1,S,13
3713,Play,,0,u,1
3714,Dave Alvin,,2,h,5
3715,No Doubt,,10,G,14
3716,Wilson Phillips,,1,u,1
3717,CeCe Winans,,2,u,1
3718,Charly GarcÃ­a,,2,v,14
3719,Rose Tattoo,,5,u,8
3720,Robert Randolph,,0,u,0
3721,Sneaky Pete Kleinow,,1,v,0
3722,Mulgrew Miller,,1,u,6
3723,Robert Glasper,,0,u,6
3724,Saigon Kick,,0,u,8
3725,Racer X,,1,u,8
3726,Linkin Park,,6,u,8
3727,Linton Kwesi Johnson,,3,u,13
3728,Sam Rivers,,1,u,6
3729,Rockwell,,0,u,9
3730,Mark O'Connor,,1,u,5
3731,Rossington Collins Band,,0,u,0
3732,RÃ¶yksopp,,0,u,2
3733,Sammy,,0,u,2
3734,Los Lonely Boys,,0,u,0
3735,Lisa Gerrard,,0,u,6
3736,Judy Kuhn,,0,u,1
3737,Linda Eder,,1,u,1
3738,Ismael Miranda,,3,v,7
3739,Cheo Feliciano,,4,v,7
3740,HÃ©ctor Lavoe,,10,u,7
3741,Joe Cuba,,6,v,7
3742,Plastilina Mosh,,0,u,7
3743,Plastic Bertrand,,3,u,2
3744,Possessed,,3,u,8
3745,The Soul Survivors,,1,u,9
3746,Glenn Gould,,1,v,2
3747,Blitzen Trapper,,0,u,2
3748,Running Wild,,0,u,8
3749,Martha Wash,,1,u,1
3750,Keith Hudson,,1,v,13
3751,Junior Kelly,,0,u,13
3752,Lucky Ali,,0,v,11
3753,Curved Air,,3,v,2
3754,Scientist,,1,u,13
3755,Lisette Melendez,,0,u,1
3756,Paul Weston,,1,v,7
3757,Junkie XL,,0,u,8
3758,Junkyard,,0,u,8
3759,Puddle of Mudd,,1,u,8
3760,Bush,,11,u,8
3761,Martin Sexton,,0,u,9
3762,"Jump, Little Children",,0,u,0
3763,John Adams,,2,u,2
3764,Justin Tubb,,0,v,5
3765,Penetration,,0,u,14
3766,Lucero,,0,u,5
3767,The Blasters,,1,d,0
3768,The Young Rascals,,2,u,0
3769,Emmanuel,,2,v,7
3770,Ricardo Montaner,,2,v,7
3771,JosÃ© JosÃ©,,2,v,7
3772,Luis Fonsi,,0,u,7
3773,Diego Torres,,1,v,7
3774,Alexandre Pires,,1,v,7
3775,Marvin Sease,,1,u,9
3776,K-Ci & JoJo,,1,u,9
3777,Pierre Bachelet,,0,v,1
3778,Blindside,,0,u,8
3779,Mary Black,,2,u,3
3780,The West Coast Pop Art Experimental Band,,1,u,2
3781,VAST,,0,u,8
3782,Little Jimmy Dickens,,6,v,5
3783,Atlanta Rhythm Section,,1,u,0
3784,Mary Gauthier,,0,u,5
3785,Quantic,,0,g,2
3786,Luis Enrique,,0,u,7
3787,Jimmy Yancey,,1,v,9
3788,Pete Johnson,,4,v,9
3789,Jennifer Holliday,,0,u,1
3790,Charlie Parr,,0,h,3
3791,Adolescents,,3,u,14
3792,Jennifer Love Hewitt,,1,u,1
3793,RocÃ­o Jurado,,4,v,1
3794,Panic! At the Disco,,3,u,14
3795,The Killers,,8,u,2
3796,Jason Aldean,,1,u,5
3797,Emitt Rhodes,,6,u,2
3798,Jens Lekman,,0,u,2
3799,Charlie Watts,,1,u,6
3800,Company,,0,u,3
3801,Lumidee,,0,u,1
3802,Secret Weapon,,0,u,9
3803,Matt Redman,,0,u,10
3804,Paul Carrack,,1,u,9
3805,Peter Rowan,,2,u,5
3806,Jem,,0,D,2
3807,Morcheeba,,9,G,2
3808,Jello Biafra,,3,u,14
3809,Jermaine Stewart,,0,u,9
3810,Matchbook Romance,,0,P,14
3811,Arctic Monkeys,,1,U,2
3812,John Cooper Clarke,,1,v,2
3813,The Streets,,2,H,2
3814,Autechre,,3,u,2
3815,Jerry Douglas,,2,u,5
3816,She Wants Revenge,,0,u,2
3817,Placebo,,10,m,2
3818,Mitch Miller & the Sing-Along Gang,,1,v,3
3819,Rahsaan Patterson,,0,u,9
3820,Matt Bianco,,0,u,9
3821,New Found Glory,,6,B,14
3822,Jonathan Coulton,,0,u,3
3823,Eluveitie,,0,u,8
3824,Rage,,0,u,8
3825,El DeBarge,,5,u,9
3826,Harold Land,,1,u,6
3827,James Moody,,3,u,6
3828,MiklÃ³s RÃ³zsa,,3,v,6
3829,Leonard Rosenman,,1,v,6
3830,10 Years,,0,u,8
3831,3 Doors Down,,3,u,8
3832,Paco de LucÃ­a,,2,v,7
3833,Jesse Cook,,0,u,7
3834,Gipsy Kings,,2,v,7
3835,Floyd Cramer,,2,v,6
3836,Ronnie Foster,,1,u,6
3837,Will Ackerman,,3,u,3
3838,Oscar Brand,,1,v,3
3839,Rammstein,,0,u,8
3840,Nitzer Ebb,,6,u,2
3841,New Model Army,,1,u,14
3842,Naked Eyes,,2,u,2
3843,New Musik,,1,u,2
3844,Mark Wills,,0,u,5
3845,Marmalade,,0,u,2
3846,Hollywood Undead,,0,u,8
3847,Mitch Miller,,2,v,6
3848,Phil Ramone,,1,v,6
3849,Nicholas Payton,,0,u,6
3850,Peter Sarstedt,,1,v,3
3851,Frankie Ruiz,,2,v,7
3852,Jerry Rivera,,1,u,7
3853,Rey Ruiz,,1,u,7
3854,Wilfrido Vargas,,1,v,7
3855,Pieces of a Dream,,0,u,6
3856,CÃ©u,,0,u,7
3857,Buddy Clark,,1,v,1
3858,Raul Malo,,0,u,5
3859,Phil Vassar,,0,u,5
3860,Pilot,,1,u,2
3861,Rose Royce,,0,u,9
3862,Pinback,,2,u,2
3863,No Use for a Name,,0,u,14
3864,Jim Ed Brown,,0,u,5
3865,Jesus Jones,,0,u,2
3866,Nikki Jean,,0,u,3
3867,Roy Hargrove,,0,u,6
3868,Pink Martini,,0,u,7
3869,Buena Vista Social Club,,3,v,7
3870,Richard Hawley,,0,u,0
3871,Tindersticks,,2,Z,2
3872,Edwyn Collins,,1,u,0
3873,Jet,,0,u,0
3874,The Brian Jonestown Massacre,,3,u,2
3875,Jewel,,3,u,3
3876,Dar Williams,,2,u,3
3877,Plumb,,1,u,3
3878,Poe,,1,u,3
3879,Rebecca Lynn Howard,,0,u,5
3880,Ray Stevens,,0,u,5
3881,Plain White T's,,0,u,14
3882,Sugar Ray,,2,u,8
3883,Pure Prairie League,,1,u,2
3884,Jimmy Cobb,,0,u,6
3885,Ryuichi Sakamoto,,8,u,2
3886,Kai Winding,,0,u,6
3887,Men at Large,,0,u,9
3888,Planet P Project,,0,u,8
3889,Kajagoogoo,,0,u,2
3890,Haircut 100,,1,u,2
3891,Rick Braun,,0,u,6
3892,Porno for Pyros,,0,u,2
3893,Ruben Studdard,,0,u,9
3894,Dave Hollister,,3,u,9
3895,Karen Akers,,0,u,1
3896,Ruby Braff,,0,v,6
3897,Jimmy McPartland,,1,v,6
3898,Rick Trevino,,0,u,5
3899,Ricky Martin,,3,u,7
3900,Royal Crown Revue,,0,A,9
3901,The Mothers of Invention,,4,u,1
3902,Oysterhead,,1,u,0
3903,Karunesh,,1,u,6
3904,The Chantays,,1,u,0
3905,Rupee,,0,u,9
3906,Jimmy Giuffre,,1,u,6
3907,Larry Graham,,5,v,9
3908,Michael Henderson,,2,u,9
3909,Kasabian,,0,u,2
3910,New Grass Revival,,1,u,5
3911,Marta SÃ¡nchez,,0,u,7
3912,Mecano,,1,v,7
3913,Propellerheads,,0,u,2
3914,Rudy Ray Moore,,1,v,0
3915,Katrina & the Waves,,1,u,2
3916,Kano,,0,u,9
3917,Paramore,,1,d,14
3918,Yeah Yeah Yeahs,,4,j,2
3919,Avril Lavigne,,14,u,1
3920,Dropkick Murphys,,4,B,14
3921,Martin Rev,,0,u,2
3922,Rihanna,,9,t,1
3923,BeyoncÃ©,,14,t,1
3924,Shakira,,2,t,7
3925,Martha Wainwright,,0,u,3
3926,Lata Mangeshkar,,2,v,11
3927,Kavita Krishnamurthy,,0,v,11
3928,Manos Hadjidakis,,1,v,1
3929,Wolf Parade,,0,u,2
3930,Ugly Casanova,,1,v,2
3931,Kathryn Williams,,0,u,3
3932,Sara Bareilles,,0,o,3
3933,Nara LeÃ£o,,1,u,7
3934,Natalie Grant,,0,u,5
3935,Bananarama,,9,u,1
3936,Philip Wesley,,0,u,6
3937,Masters of Reality,,2,u,8
3938,Trouble,,1,u,8
3939,Brandi Carlile,,1,u,5
3940,Nappy Brown,,0,v,9
3941,Mass Production,,0,u,9
3942,Nat Adderley,,0,u,6
3943,Meredith Monk,,3,v,2
3944,Ronnie Self,,1,v,3
3945,The Monotones,,1,v,3
3946,The Wild Tchoupitoulas,,1,v,9
3947,Metric,,1,u,2
3948,mewithoutYou,,0,u,14
3949,Mastodon,,1,u,8
3950,Chiodos,,0,B,14
3951,Red Rat,,0,u,13
3952,The Click Five,,0,u,14
3953,Neal McCoy,,0,u,5
3954,Seven Mary Three,,3,u,8
3955,Vikki Carr,,1,v,1
3956,North Mississippi Allstars,,0,u,0
